Order ID,Order Date,Ship Date,Fulfilment,Customer Segment,Country,Region,State,City,Category,Sub-Category,Payment Mode,Order Status,Quantity,Discount,Sales (INR),Profit (INR),GST (INR)
IND-2020-0002122,2020-02-10,2020-02-16,Amazon,Individual,India,South,Kerala,Thiruvananthapuram,Home & Kitchen,Storage & Organisation,Credit Card,Delivered,1,0.0,1597.8,235.17,191.74
IND-2020-0010198,2020-02-10,2020-02-11,Meesho,Individual,India,North,Rajasthan,Kota,Clothing & Apparel,Kurta & Kurti,Cash on Delivery,Delivered,5,0.0,5293.97,1168.48,264.7
IND-2020-0004105,2020-02-10,2020-02-14,Merchant,Small Business,India,North,Uttar Pradesh,Lucknow,Home & Kitchen,Storage & Organisation,UPI,Delivered,4,0.05,12626.45,1452.55,1515.17
IND-2020-0007196,2020-02-10,2020-02-13,Amazon,Small Business,India,Central,Chhattisgarh,Durg,Sports & Outdoors,Trekking Gear,UPI,Shipped,5,0.05,5693.9,822.55,284.7
IND-2020-0008526,2020-02-10,2020-02-16,Merchant,Small Business,India,East,Bihar,Muzaffarpur,Electronics,Cameras,UPI,Delivered,3,0.05,77039.93,4510.02,13867.19
IND-2020-0010733,2020-02-10,2020-02-16,Amazon,Student,India,West,Gujarat,Vadodara,Books & Stationery,Children Books,Net Banking,Delivered,3,0.05,100.89,19.6,5.04
IND-2020-0010024,2020-02-10,2020-02-15,Merchant,Individual,India,South,Telangana,Nizamabad,Books & Stationery,Notebooks & Diaries,UPI,Delivered,3,0.0,1656.42,324.98,82.82
IND-2020-0005924,2020-02-10,2020-02-15,Meesho,Enterprise,India,North,Punjab,Chandigarh,Clothing & Apparel,Sportswear,Cash on Delivery,Delivered,3,0.05,1240.29,253.6,62.01
IND-2020-0006555,2020-02-10,2020-02-15,Flipkart,Small Business,India,South,Kerala,Kollam,FMCG & Grocery,Beverages,EMI,Cancelled,2,0.1,0.0,0.0,0.0
IND-2020-0003897,2020-02-11,2020-02-14,Meesho,Individual,India,Central,Madhya Pradesh,Bhopal,Electronics,Power Banks,UPI,Delivered,1,0.1,34.65,2.01,6.24
IND-2020-0002189,2020-02-11,2020-02-14,Meesho,Enterprise,India,West,Gujarat,Rajkot,Home & Kitchen,Kitchen Appliances,UPI,Delivered,5,0.0,15158.25,2076.17,1818.99
IND-2020-0007850,2020-02-11,2020-02-18,Amazon,Student,India,North,Rajasthan,Ajmer,Electronics,Smart TVs,Net Banking,Delivered,3,0.3,33625.66,-1845.9,6052.62
IND-2020-0008617,2020-02-11,2020-02-17,Merchant,Small Business,India,Central,Chhattisgarh,Rajnandgaon,Books & Stationery,Notebooks & Diaries,UPI,Delivered,5,0.2,3244.49,333.79,162.22
IND-2020-0002326,2020-02-11,2020-02-17,Amazon,Student,India,North,Delhi,Dwarka,Electronics,Power Banks,Debit Card,Delivered,4,0.15,15968.34,573.76,2874.3
IND-2020-0005355,2020-02-11,2020-02-17,Merchant,Individual,India,South,Kerala,Kochi,Clothing & Apparel,Women's Sarees,Cash on Delivery,Delivered,3,0.05,2049.26,433.53,102.46
IND-2020-0004561,2020-02-11,2020-02-17,Amazon,Enterprise,India,South,Telangana,Hyderabad,Home & Kitchen,Cleaning Supplies,Credit Card,Delivered,4,0.1,126.07,14.55,15.13
IND-2020-0007629,2020-02-11,2020-02-14,Amazon,Individual,India,West,Goa,Panaji,Electronics,Cameras,Debit Card,Delivered,2,0.0,23522.26,2034.17,4234.01
IND-2020-0007687,2020-02-11,2020-02-15,Amazon,Individual,India,East,Bihar,Patna,Clothing & Apparel,Women's Western Wear,Cash on Delivery,Delivered,5,0.0,3051.4,663.32,152.57
IND-2020-0002270,2020-02-12,2020-02-15,Merchant,Individual,India,Central,Chhattisgarh,Bhilai,Electronics,Cameras,UPI,Delivered,2,0.3,12262.87,-524.9,2207.32
IND-2020-0001416,2020-02-12,2020-02-14,Merchant,Student,India,North,Uttar Pradesh,Agra,Clothing & Apparel,Men's Ethnic Wear,Cash on Delivery,Delivered,5,0.0,198.41,43.68,9.92
IND-2020-0005077,2020-02-12,2020-02-13,Amazon,Small Business,India,South,Tamil Nadu,Tiruchirappalli,Home & Kitchen,Storage & Organisation,UPI,Shipped,2,0.0,8869.88,1216.85,1064.39
IND-2020-0001391,2020-02-12,2020-02-18,Merchant,Small Business,India,West,Goa,Margao,Home & Kitchen,Kitchen Appliances,UPI,Delivered,5,0.0,24079.91,3699.01,2889.59
IND-2020-0009392,2020-02-12,2020-02-18,Amazon,Individual,India,North,Uttar Pradesh,Lucknow,Electronics,Cameras,Debit Card,Delivered,4,0.0,136147.73,9194.0,24506.59
IND-2020-0006697,2020-02-12,2020-02-18,Amazon,Individual,India,Central,Chhattisgarh,Durg,Electronics,Power Banks,Net Banking,Delivered,2,0.15,38073.91,712.55,6853.3
IND-2020-0002031,2020-02-12,2020-02-15,Merchant,Individual,India,Central,Chhattisgarh,Durg,Sports & Outdoors,Cycling Accessories,UPI,Shipped,5,0.0,15883.99,2286.04,794.2
IND-2020-0007840,2020-02-12,2020-02-14,Amazon,Individual,India,North,Delhi,Karol Bagh,Clothing & Apparel,Sportswear,UPI,Delivered,3,0.0,1307.54,291.35,65.38
IND-2020-0009669,2020-02-12,2020-02-13,Amazon,Individual,India,North,Rajasthan,Jaipur,Electronics,Smart Watches,Net Banking,Delivered,4,0.3,111.16,-4.37,20.01
IND-2020-0001764,2020-02-13,2020-02-14,Amazon,Individual,India,Central,Chhattisgarh,Bhilai,Sports & Outdoors,Yoga & Fitness,UPI,Delivered,3,0.5,2944.96,-85.81,147.25
IND-2020-0005618,2020-02-13,2020-02-17,Flipkart,Individual,India,South,Telangana,Karimnagar,Books & Stationery,Art & Craft Supplies,Debit Card,Delivered,3,0.0,2152.23,393.77,107.61
IND-2020-0009360,2020-02-13,2020-02-16,Merchant,Enterprise,India,Central,Chhattisgarh,Bilaspur,Clothing & Apparel,Sportswear,UPI,Shipped,2,0.05,2558.99,465.17,127.95
IND-2020-0010203,2020-02-13,2020-02-18,Merchant,Individual,India,Central,Chhattisgarh,Rajnandgaon,Home & Kitchen,Cleaning Supplies,Debit Card,Delivered,5,0.2,146.86,7.59,17.62
IND-2020-0009644,2020-02-13,2020-02-20,Amazon,Individual,India,West,Gujarat,Bhavnagar,Home & Kitchen,Cookware,Debit Card,Delivered,4,0.0,29220.91,4234.69,3506.51
IND-2020-0002008,2020-02-13,2020-02-18,Amazon,Individual,India,South,Telangana,Karimnagar,Clothing & Apparel,Men's Ethnic Wear,UPI,Delivered,5,0.5,939.35,32.01,46.97
IND-2020-0001828,2020-02-13,2020-02-14,Merchant,Small Business,India,North,Rajasthan,Ajmer,Sports & Outdoors,Cycling Accessories,EMI,Delivered,1,0.0,2338.6,410.33,116.93
IND-2020-0010419,2020-02-13,2020-02-14,Merchant,Individual,India,East,Odisha,Rourkela,Electronics,Smart TVs,Debit Card,Delivered,1,0.0,16932.29,1624.24,3047.81
IND-2020-0008187,2020-02-13,2020-02-20,Amazon,Small Business,India,North,Uttar Pradesh,Kanpur,Home & Kitchen,Home Decor,Cash on Delivery,Delivered,1,0.0,4247.38,558.06,509.69
IND-2020-0006885,2020-02-13,2020-02-16,Flipkart,Individual,India,North,Rajasthan,Jaipur,Electronics,Laptops,UPI,Delivered,3,0.5,30282.53,-3773.97,5450.86
IND-2020-0002714,2020-02-13,2020-02-19,Merchant,Individual,India,East,West Bengal,Siliguri,FMCG & Grocery,Health Supplements,UPI,Delivered,5,0.0,969.41,176.69,48.47
IND-2020-0009539,2020-02-14,2020-02-18,Merchant,Small Business,India,West,Maharashtra,Nagpur,Books & Stationery,Competitive Exam Books,Cash on Delivery,Delivered,2,0.0,245.23,52.86,12.26
IND-2020-0002860,2020-02-14,2020-02-21,Merchant,Small Business,India,South,Kerala,Thiruvananthapuram,Clothing & Apparel,Innerwear & Socks,UPI,Delivered,4,0.1,2487.67,464.27,124.38
IND-2020-0003815,2020-02-14,2020-02-15,Merchant,Small Business,India,North,Punjab,Amritsar,Electronics,Smart Watches,Debit Card,Shipped,4,0.3,58572.31,-3250.16,10543.02
IND-2020-0002135,2020-02-14,2020-02-21,Amazon,Small Business,India,West,Goa,Vasco da Gama,Books & Stationery,Children Books,UPI,Delivered,5,0.1,1027.22,149.95,51.36
IND-2020-0003641,2020-02-14,2020-02-17,Amazon,Individual,India,West,Goa,Vasco da Gama,Clothing & Apparel,Kids Clothing,UPI,Delivered,5,0.0,2123.42,467.35,106.17
IND-2020-0005905,2020-02-14,2020-02-18,Amazon,Individual,India,North,Delhi,Dwarka,Clothing & Apparel,Kurta & Kurti,Credit Card,Shipped,2,0.1,75.67,14.95,3.78
IND-2020-0005753,2020-02-14,2020-02-19,Meesho,Individual,India,North,Punjab,Ludhiana,Electronics,Smart Watches,UPI,Delivered,4,0.05,95400.87,6511.57,17172.16
IND-2020-0010538,2020-02-14,2020-02-19,Meesho,Individual,India,North,Punjab,Patiala,Electronics,Cameras,UPI,Delivered,4,0.05,146.91,8.59,26.44
IND-2020-0002312,2020-02-14,2020-02-21,Amazon,Small Business,India,South,Telangana,Khammam,Electronics,Earphones & Headphones,Net Banking,Delivered,2,0.0,26826.83,1809.74,4828.83
IND-2020-0004993,2020-02-14,2020-02-16,Merchant,Individual,India,West,Maharashtra,Mumbai,Electronics,Laptops,UPI,Cancelled,2,0.1,0.0,0.0,0.0
IND-2020-0010719,2020-02-17,2020-02-22,Merchant,Individual,India,West,Gujarat,Ahmedabad,Home & Kitchen,Cleaning Supplies,Credit Card,Shipped,5,0.05,7656.0,884.52,918.72
IND-2020-0010544,2020-02-17,2020-02-24,Meesho,Small Business,India,North,Punjab,Chandigarh,Electronics,Smart TVs,Credit Card,Delivered,4,0.0,53680.32,3780.66,9662.46
IND-2020-0008837,2020-02-17,2020-02-19,Meesho,Enterprise,India,South,Tamil Nadu,Chennai,Clothing & Apparel,Innerwear & Socks,Cash on Delivery,Delivered,2,0.1,2953.94,525.44,147.7
IND-2020-0006821,2020-02-17,2020-02-23,Meesho,Student,India,Central,Chhattisgarh,Raipur,Clothing & Apparel,Men's T-Shirts,UPI,Delivered,1,0.0,904.36,188.82,45.22
IND-2020-0006158,2020-02-17,2020-02-21,Flipkart,Enterprise,India,West,Gujarat,Bhavnagar,Home & Kitchen,Home Decor,UPI,Delivered,2,0.0,4114.57,614.34,493.75
IND-2020-0004476,2020-02-18,2020-02-24,Merchant,Individual,India,North,Uttar Pradesh,Varanasi,Electronics,Laptops,Cash on Delivery,Delivered,2,0.0,6123.83,466.59,1102.29
IND-2020-0009301,2020-02-18,2020-02-19,Merchant,Enterprise,India,South,Tamil Nadu,Coimbatore,Home & Kitchen,Cleaning Supplies,Credit Card,Shipped,5,0.5,1781.14,-121.24,213.74
IND-2020-0009383,2020-02-18,2020-02-19,Amazon,Individual,India,North,Delhi,Lajpat Nagar,Electronics,Laptops,Cash on Delivery,Delivered,5,0.15,105919.0,1100.01,19065.42
IND-2020-0006327,2020-02-18,2020-02-19,Merchant,Small Business,India,West,Gujarat,Ahmedabad,Sports & Outdoors,Trekking Gear,Debit Card,Delivered,2,0.2,63.64,4.72,3.18
IND-2020-0005102,2020-02-18,2020-02-21,Amazon,Small Business,India,West,Maharashtra,Aurangabad,FMCG & Grocery,Health Supplements,UPI,Delivered,3,0.05,1382.71,244.11,69.14
IND-2020-0002630,2020-02-18,2020-02-22,Merchant,Individual,India,North,Rajasthan,Jaipur,Electronics,Cameras,Credit Card,Delivered,4,0.0,53984.66,5381.75,9717.24
IND-2020-0004410,2020-02-18,2020-02-19,Amazon,Individual,India,North,Delhi,Rohini,Electronics,Cameras,UPI,Delivered,2,0.0,32095.71,2629.91,5777.23
IND-2020-0010816,2020-02-18,2020-02-20,Amazon,Student,India,West,Gujarat,Vadodara,Books & Stationery,Competitive Exam Books,Credit Card,Delivered,1,0.2,170.07,22.12,8.5
IND-2020-0010327,2020-02-18,2020-02-24,Meesho,Individual,India,East,Bihar,Darbhanga,Electronics,Power Banks,UPI,Returned,2,0.0,0.0,0.0,0.0
IND-2020-0004431,2020-02-18,2020-02-21,Amazon,Individual,India,North,Punjab,Patiala,Clothing & Apparel,Sportswear,UPI,Delivered,4,0.15,3601.95,609.75,180.1
IND-2020-0003802,2020-02-18,2020-02-22,Meesho,Individual,India,West,Goa,Panaji,Books & Stationery,Notebooks & Diaries,UPI,Delivered,5,0.0,2036.45,401.16,101.82
IND-2020-0006951,2020-02-18,2020-02-25,Amazon,Small Business,India,East,Odisha,Rourkela,Home & Kitchen,Kitchen Appliances,UPI,Delivered,5,0.0,4317.1,546.2,518.05
IND-2020-0008393,2020-02-19,2020-02-24,Amazon,Individual,India,West,Goa,Vasco da Gama,Clothing & Apparel,Women's Western Wear,Cash on Delivery,Delivered,1,0.15,404.11,65.07,20.21
IND-2020-0008558,2020-02-19,2020-02-25,Flipkart,Student,India,North,Punjab,Jalandhar,Electronics,Power Banks,UPI,Delivered,3,0.4,33360.39,-2241.89,6004.87
IND-2020-0004302,2020-02-19,2020-02-21,Flipkart,Enterprise,India,South,Karnataka,Belagavi,Clothing & Apparel,Sportswear,Cash on Delivery,Delivered,2,0.15,546.29,88.49,27.31
IND-2020-0004973,2020-02-19,2020-02-26,Meesho,Enterprise,India,South,Kerala,Kollam,Sports & Outdoors,Cricket Equipment,Debit Card,Delivered,3,0.2,7534.33,489.55,376.72
IND-2020-0009982,2020-02-19,2020-02-23,Amazon,Enterprise,India,North,Rajasthan,Kota,Home & Kitchen,Home Decor,Net Banking,Delivered,2,0.0,9622.46,1308.2,1154.7
IND-2020-0009798,2020-02-19,2020-02-26,Merchant,Individual,India,South,Telangana,Karimnagar,Clothing & Apparel,Innerwear & Socks,Debit Card,Delivered,4,0.0,519.96,116.42,26.0
IND-2020-0004062,2020-02-19,2020-02-21,Amazon,Individual,India,North,Uttar Pradesh,Agra,Sports & Outdoors,Yoga & Fitness,Credit Card,Delivered,4,0.05,5948.19,855.37,297.41
IND-2020-0005311,2020-02-19,2020-02-24,Meesho,Individual,India,North,Uttar Pradesh,Noida,Clothing & Apparel,Kids Clothing,Credit Card,Shipped,4,0.05,1005.75,219.26,50.29
IND-2020-0004644,2020-02-20,2020-02-22,Amazon,Individual,India,West,Goa,Margao,FMCG & Grocery,Baby Products,UPI,Delivered,5,0.05,2993.02,521.36,149.65
IND-2020-0001807,2020-02-20,2020-02-27,Amazon,Individual,India,South,Kerala,Kollam,Books & Stationery,Art & Craft Supplies,Cash on Delivery,Delivered,4,0.0,2113.28,430.59,105.66
IND-2020-0005805,2020-02-20,2020-02-24,Amazon,Small Business,India,South,Kerala,Kollam,Clothing & Apparel,Kurta & Kurti,Net Banking,Delivered,1,0.1,1129.29,212.19,56.46
IND-2020-0004242,2020-02-20,2020-02-22,Amazon,Small Business,India,Central,Madhya Pradesh,Jabalpur,Sports & Outdoors,Badminton Equipment,UPI,Shipped,4,0.05,6012.07,772.19,300.6
IND-2020-0003703,2020-02-20,2020-02-23,Amazon,Student,India,Central,Chhattisgarh,Rajnandgaon,Clothing & Apparel,Kurta & Kurti,Cash on Delivery,Delivered,3,0.4,1227.4,85.42,61.37
IND-2020-0005680,2020-02-20,2020-02-22,Flipkart,Individual,India,West,Maharashtra,Nashik,Electronics,Power Banks,Debit Card,Delivered,4,0.0,11664.06,781.63,2099.53
IND-2020-0004712,2020-02-20,2020-02-21,Amazon,Student,India,Central,Madhya Pradesh,Ujjain,Sports & Outdoors,Cricket Equipment,Cash on Delivery,Delivered,4,0.05,10626.9,1332.76,531.34
IND-2020-0007775,2020-02-20,2020-02-27,Amazon,Enterprise,India,West,Gujarat,Surat,Electronics,Tablets,UPI,Shipped,2,0.2,62.59,-0.12,11.27
IND-2020-0007311,2020-02-20,2020-02-26,Amazon,Small Business,India,North,Uttar Pradesh,Kanpur,Home & Kitchen,Storage & Organisation,UPI,Delivered,2,0.2,2023.74,115.26,242.85
IND-2020-0008902,2020-02-20,2020-02-21,Merchant,Individual,India,West,Goa,Panaji,Sports & Outdoors,Cycling Accessories,Cash on Delivery,Delivered,3,0.5,1267.61,-53.94,63.38
IND-2020-0009731,2020-02-20,2020-02-25,Amazon,Small Business,India,South,Telangana,Hyderabad,Electronics,Earphones & Headphones,Credit Card,Delivered,4,0.0,802.49,59.67,144.45
IND-2020-0005780,2020-02-20,2020-02-24,Amazon,Individual,India,South,Telangana,Karimnagar,Electronics,Smart Watches,UPI,Delivered,4,0.0,12209.14,944.96,2197.65
IND-2020-0006374,2020-02-21,2020-02-24,Amazon,Small Business,India,West,Goa,Vasco da Gama,Clothing & Apparel,Kids Clothing,UPI,Delivered,5,0.2,564.41,81.86,28.22
IND-2020-0008525,2020-02-21,2020-02-22,Flipkart,Enterprise,India,South,Telangana,Khammam,Electronics,Smart TVs,Cash on Delivery,Delivered,5,0.05,82030.02,4701.5,14765.4
IND-2020-0004596,2020-02-21,2020-02-22,Amazon,Small Business,India,South,Telangana,Hyderabad,FMCG & Grocery,Health Supplements,UPI,Returned,1,0.0,0.0,0.0,0.0
IND-2020-0004211,2020-02-21,2020-02-22,Meesho,Student,India,North,Rajasthan,Udaipur,Clothing & Apparel,Kurta & Kurti,Credit Card,Delivered,1,0.2,663.6,80.46,33.18
IND-2020-0001920,2020-02-21,2020-02-22,Amazon,Enterprise,India,South,Tamil Nadu,Tiruchirappalli,Sports & Outdoors,Cycling Accessories,UPI,Returned,1,0.0,0.0,0.0,0.0
IND-2020-0002700,2020-02-21,2020-02-22,Merchant,Individual,India,North,Delhi,Lajpat Nagar,Electronics,Smartphones,Cash on Delivery,Delivered,5,0.0,103743.37,7183.3,18673.81
IND-2020-0004868,2020-02-21,2020-02-28,Meesho,Individual,India,South,Karnataka,Bengaluru,Home & Kitchen,Cookware,Cash on Delivery,Delivered,4,0.0,13216.03,1670.78,1585.92
IND-2020-0005062,2020-02-21,2020-02-27,Merchant,Enterprise,India,West,Goa,Panaji,Sports & Outdoors,Yoga & Fitness,Debit Card,Delivered,2,0.15,3218.85,267.8,160.94
IND-2020-0007615,2020-02-21,2020-02-28,Flipkart,Individual,India,South,Kerala,Kollam,Clothing & Apparel,Men's T-Shirts,Credit Card,Shipped,5,0.0,1766.78,405.4,88.34
IND-2020-0009758,2020-02-21,2020-02-28,Meesho,Student,India,North,Delhi,New Delhi,Electronics,Tablets,Debit Card,Delivered,3,0.05,95.76,4.84,17.24
IND-2020-0004116,2020-02-21,2020-02-28,Merchant,Individual,India,South,Tamil Nadu,Madurai,Electronics,Tablets,Cash on Delivery,Delivered,4,0.0,122710.6,9209.84,22087.91
IND-2020-0008420,2020-02-21,2020-02-24,Merchant,Individual,India,South,Karnataka,Mangaluru,Electronics,Cameras,UPI,Delivered,3,0.0,96576.61,9453.86,17383.79
IND-2020-0008615,2020-02-24,2020-02-29,Merchant,Enterprise,India,South,Kerala,Kochi,Clothing & Apparel,Sportswear,Cash on Delivery,Delivered,1,0.0,62.46,14.39,3.12
IND-2020-0004822,2020-02-24,2020-03-02,Flipkart,Individual,India,East,West Bengal,Kolkata,Clothing & Apparel,Kids Clothing,Credit Card,Delivered,3,0.1,3713.92,621.42,185.7
IND-2020-0010919,2020-02-24,2020-02-27,Amazon,Individual,India,West,Maharashtra,Pune,Electronics,Power Banks,Credit Card,Shipped,3,0.1,3001.59,157.41,540.29
IND-2020-0007766,2020-02-24,2020-02-27,Meesho,Student,India,North,Uttar Pradesh,Agra,Sports & Outdoors,Trekking Gear,UPI,Delivered,1,0.15,994.43,111.14,49.72
IND-2020-0001128,2020-02-24,2020-02-29,Flipkart,Individual,India,West,Maharashtra,Aurangabad,FMCG & Grocery,Packaged Foods,Cash on Delivery,Delivered,1,0.4,256.27,1.69,12.81
IND-2020-0001846,2020-02-24,2020-03-01,Meesho,Individual,India,Central,Madhya Pradesh,Indore,Home & Kitchen,Storage & Organisation,Cash on Delivery,Delivered,1,0.5,224.89,-9.69,26.99
IND-2020-0008560,2020-02-24,2020-02-27,Amazon,Small Business,India,North,Rajasthan,Udaipur,Home & Kitchen,Furniture,Cash on Delivery,Delivered,5,0.2,8946.64,626.44,1073.6
IND-2020-0001841,2020-02-24,2020-03-01,Flipkart,Individual,India,North,Delhi,Rohini,FMCG & Grocery,Personal Care,Cash on Delivery,Delivered,2,0.1,622.58,92.8,31.13
IND-2020-0008814,2020-02-24,2020-02-27,Merchant,Small Business,India,West,Goa,Margao,Home & Kitchen,Storage & Organisation,Cash on Delivery,Delivered,3,0.0,9227.79,1412.96,1107.33
IND-2020-0008269,2020-02-24,2020-02-27,Merchant,Student,India,South,Tamil Nadu,Tiruchirappalli,Home & Kitchen,Home Decor,Debit Card,Shipped,1,0.1,3315.67,367.86,397.88
IND-2020-0003352,2020-02-24,2020-02-29,Amazon,Individual,India,West,Goa,Margao,Electronics,Power Banks,Cash on Delivery,Delivered,2,0.2,27892.34,-2.27,5020.62
IND-2020-0006639,2020-02-24,2020-03-01,Amazon,Student,India,Central,Madhya Pradesh,Indore,FMCG & Grocery,Baby Products,UPI,Delivered,1,0.1,60.87,8.31,3.04
IND-2020-0005623,2020-02-24,2020-03-02,Amazon,Small Business,India,West,Gujarat,Rajkot,FMCG & Grocery,Pet Supplies,UPI,Delivered,3,0.1,857.12,128.01,42.86
IND-2020-0009700,2020-02-25,2020-02-29,Amazon,Individual,India,East,West Bengal,Howrah,Home & Kitchen,Kitchen Appliances,UPI,Delivered,5,0.5,10785.95,-719.81,1294.31
IND-2020-0007799,2020-02-25,2020-03-01,Amazon,Student,India,North,Delhi,Karol Bagh,Clothing & Apparel,Women's Sarees,Credit Card,Delivered,3,0.1,2516.08,404.12,125.8
IND-2020-0010722,2020-02-25,2020-03-02,Merchant,Small Business,India,North,Uttar Pradesh,Lucknow,Clothing & Apparel,Women's Western Wear,Debit Card,Delivered,1,0.5,424.95,6.06,21.25
IND-2020-0009631,2020-02-25,2020-02-28,Amazon,Individual,India,South,Telangana,Nizamabad,Books & Stationery,Art & Craft Supplies,Cash on Delivery,Delivered,4,0.15,877.33,110.81,43.87
IND-2020-0009100,2020-02-25,2020-03-03,Merchant,Individual,India,Central,Chhattisgarh,Bhilai,Home & Kitchen,Home Decor,EMI,Delivered,1,0.15,34.42,2.92,4.13
IND-2020-0007050,2020-02-25,2020-02-29,Merchant,Enterprise,India,West,Maharashtra,Nashik,FMCG & Grocery,Personal Care,Debit Card,Delivered,2,0.1,405.03,57.71,20.25
IND-2020-0009099,2020-02-25,2020-03-03,Merchant,Individual,India,North,Delhi,Rohini,Clothing & Apparel,Men's T-Shirts,UPI,Cancelled,3,0.1,0.0,0.0,0.0
IND-2020-0008430,2020-02-25,2020-03-03,Merchant,Individual,India,West,Goa,Margao,FMCG & Grocery,Beverages,UPI,Delivered,3,0.0,266.18,52.47,13.31
IND-2020-0010393,2020-02-25,2020-02-26,Amazon,Individual,India,South,Kerala,Kollam,Books & Stationery,Competitive Exam Books,Debit Card,Delivered,5,0.2,1659.67,177.25,82.98
IND-2020-0003905,2020-02-25,2020-02-27,Merchant,Individual,India,East,Jharkhand,Jamshedpur,Electronics,Smart TVs,EMI,Cancelled,1,0.2,0.0,0.0,0.0
IND-2020-0006013,2020-02-26,2020-03-01,Amazon,Student,India,West,Gujarat,Rajkot,Electronics,Laptops,Cash on Delivery,Delivered,1,0.15,11313.82,40.69,2036.49
IND-2020-0008214,2020-02-26,2020-02-27,Flipkart,Individual,India,North,Punjab,Patiala,Clothing & Apparel,Kurta & Kurti,Debit Card,Delivered,1,0.1,484.0,88.66,24.2
IND-2020-0005444,2020-02-26,2020-02-28,Amazon,Small Business,India,South,Telangana,Warangal,Clothing & Apparel,Men's T-Shirts,EMI,Delivered,3,0.1,113.89,20.88,5.69
IND-2020-0008586,2020-02-26,2020-03-04,Amazon,Individual,India,North,Rajasthan,Jodhpur,Electronics,Tablets,Cash on Delivery,Delivered,1,0.3,20937.3,-643.14,3768.71
IND-2020-0004065,2020-02-26,2020-02-29,Merchant,Individual,India,Central,Chhattisgarh,Rajnandgaon,Electronics,Power Banks,Credit Card,Delivered,1,0.05,15797.12,924.51,2843.48
IND-2020-0010468,2020-02-26,2020-02-27,Meesho,Individual,India,North,Uttar Pradesh,Kanpur,Electronics,Earphones & Headphones,Cash on Delivery,Cancelled,1,0.1,0.0,0.0,0.0
IND-2020-0007296,2020-02-26,2020-03-01,Amazon,Individual,India,East,Odisha,Sambalpur,FMCG & Grocery,Baby Products,Cash on Delivery,Delivered,4,0.1,1708.63,225.06,85.43
IND-2020-0006888,2020-02-26,2020-03-01,Amazon,Individual,India,South,Kerala,Kozhikode,Clothing & Apparel,Innerwear & Socks,Cash on Delivery,Delivered,4,0.0,2032.2,453.69,101.61
IND-2020-0007334,2020-02-26,2020-02-27,Amazon,Individual,India,West,Gujarat,Vadodara,Home & Kitchen,Furniture,UPI,Returned,1,0.4,0.0,0.0,0.0
IND-2020-0008642,2020-02-26,2020-03-03,Meesho,Enterprise,India,West,Gujarat,Rajkot,Sports & Outdoors,Trekking Gear,UPI,Delivered,3,0.0,719.9,108.49,35.99
IND-2020-0001708,2020-02-26,2020-03-02,Flipkart,Individual,India,West,Gujarat,Surat,Electronics,Earphones & Headphones,Cash on Delivery,Delivered,5,0.0,57531.32,5282.71,10355.64
IND-2020-0007700,2020-02-26,2020-02-27,Merchant,Individual,India,North,Rajasthan,Jodhpur,Electronics,Smartphones,Net Banking,Delivered,2,0.2,14236.28,-78.5,2562.53
IND-2020-0003735,2020-02-27,2020-03-02,Amazon,Individual,India,North,Punjab,Amritsar,FMCG & Grocery,Pet Supplies,Net Banking,Delivered,5,0.0,2083.95,352.73,104.2
IND-2020-0002247,2020-02-27,2020-02-29,Amazon,Individual,India,West,Maharashtra,Nagpur,Clothing & Apparel,Women's Sarees,Credit Card,Cancelled,2,0.1,0.0,0.0,0.0
IND-2020-0002797,2020-02-27,2020-02-29,Meesho,Individual,India,South,Telangana,Khammam,FMCG & Grocery,Personal Care,Credit Card,Delivered,1,0.0,90.74,17.78,4.54
IND-2020-0001974,2020-02-27,2020-03-05,Meesho,Individual,India,West,Maharashtra,Pune,Clothing & Apparel,Kurta & Kurti,Cash on Delivery,Returned,3,0.0,0.0,0.0,0.0
IND-2020-0008648,2020-02-27,2020-03-02,Meesho,Individual,India,East,Jharkhand,Jamshedpur,Clothing & Apparel,Women's Western Wear,Cash on Delivery,Cancelled,2,0.0,0.0,0.0,0.0
IND-2020-0006685,2020-02-27,2020-03-01,Amazon,Individual,India,South,Telangana,Warangal,Home & Kitchen,Storage & Organisation,Cash on Delivery,Cancelled,5,0.05,0.0,0.0,0.0
IND-2020-0010144,2020-02-27,2020-03-01,Amazon,Enterprise,India,North,Punjab,Ludhiana,Home & Kitchen,Cookware,Credit Card,Delivered,5,0.1,22053.37,2320.27,2646.4
IND-2020-0008832,2020-02-27,2020-03-04,Amazon,Individual,India,East,Bihar,Bhagalpur,Electronics,Smart Watches,UPI,Shipped,2,0.0,68805.07,5921.48,12384.91
IND-2020-0007857,2020-02-27,2020-03-05,Merchant,Small Business,India,West,Goa,Panaji,Electronics,Smart Watches,UPI,Shipped,1,0.0,6062.91,557.28,1091.32
IND-2020-0005280,2020-02-28,2020-03-06,Merchant,Individual,India,North,Uttar Pradesh,Kanpur,Home & Kitchen,Cookware,EMI,Delivered,3,0.3,2302.42,72.43,276.29
IND-2020-0004440,2020-02-28,2020-02-29,Amazon,Small Business,India,South,Tamil Nadu,Coimbatore,Home & Kitchen,Bedsheets & Pillows,Debit Card,Delivered,2,0.2,66.98,3.86,8.04
IND-2020-0001118,2020-02-28,2020-03-03,Amazon,Small Business,India,South,Telangana,Nizamabad,Home & Kitchen,Home Decor,UPI,Delivered,1,0.05,2950.81,303.89,354.1
